solID,perfQ,#changes,pas,reliability
0,-0.1845149019751041,9.31,14.0,-0.7628989343360879
9,-0.1335331160913647,7.0,12.0,-0.7299820149218247
34,-0.21087955104322717,10.76,12.0,-0.8271034985807983
46,-0.13222713741494416,5.8,13.0,-0.8162119616499919
52,-0.14461015683142173,8.23,10.0,-0.7995978664935849
68,-0.07486640369055335,6.34,10.0,-0.020963233411099402
98,-0.13422089926530448,7.0,11.0,-0.2607422303006993
102,-0.18283351603842954,7.35,16.0,-0.843557698456006
110,-0.23031329288281066,17.79,12.0,-0.760742928824626
112,-0.21109347521470362,8.17,11.0,-0.12641423714255795
122,-0.1244631592086172,5.55,12.0,-0.8575381864879451
136,-0.22053274071909998,15.68,5.0,-0.8103418755097075
142,-0.13422086181283782,7.35,10.0,0.1741299629793006
144,-0.21109347521470362,8.17,11.0,-0.12641423714255795
146,-0.1845149019751041,9.31,14.0,-0.7628989343360879
150,-0.204501753060008,8.01,13.0,-0.5350613424610247
