solID,perfQ,#changes,pas,reliability
5,-0.08517647937495203,2.9,1.0,-0.5250385168614167
230,-0.2123722853813756,7.82,1.0,-0.6588074205627286
242,-0.2123722853813756,7.82,1.0,-0.6588074205627286
250,-0.08517647937495203,2.9,1.0,-0.5250385168614167
264,-0.08517647937495203,2.9,1.0,-0.5214393268614167
286,-0.058823529411764705,3.91,1.0,-0.5280368505627285
200,-0.17644084436133434,11.61,0.0,-0.4365061605627286
210,-0.17644084436133434,11.61,0.0,-0.4365061605627286
214,-0.17480150006486195,13.440000000000001,0.0,-0.6579247506077714
312,-0.17480150006486195,13.440000000000001,0.0,-0.6579247506077714
316,-0.23526466486986553,16.82,1.0,-0.43012456000000004
322,-0.17480150006486195,13.440000000000001,0.0,-0.6579247506077714
326,-0.009292885962442807,3.09,1.0,-0.5340355005627285
342,-0.17644084436133434,11.61,0.0,-0.4365061605627286
346,-0.2123722853813756,7.82,1.0,-0.6588074205627286
348,-0.08517647937495203,2.9,1.0,-0.5250385168614167
