solID,perfQ,#changes,pas,reliability
5512,-0.0851768494700356,5.99,1.0,-0.8441122669064596
5664,-0.0851768494700356,5.99,1.0,-0.8441122669064596
5506,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5556,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5580,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5588,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5594,-0.09476253908931566,7.95,1.0,-0.6580154205627285
5598,-0.09476253908931566,4.35,1.0,-0.6580154205627285
5678,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5682,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5690,-0.0851768494700356,5.99,1.0,-0.8441122669064596
5698,-0.15358577740431392,15.149999999999999,1.0,-0.6580154205627285
5704,-0.09476253908931566,4.35,1.0,-0.6580154205627285
5708,-7.859754312519892E-6,5.99,1.0,-0.6580154205627285
5712,-0.09476253908931566,7.95,1.0,-0.6580154205627285
5716,-7.859754312519892E-6,5.99,1.0,-0.6580154205627285
