solID,perfQ,#changes,pas,reliability
5,-0.11761723595125251,5.989999999999999,1.0,-0.7479307496533036
9,-0.11764705882352941,6.81,1.0,-0.8729755606077715
11,0.009086522859801702,10.469999999999999,0.0,-0.7926611286077715
73,-0.11764705882352941,6.81,1.0,-0.8729755606077715
110,-0.23529411764705882,18.62,0.0,-0.44838439
194,-0.11761723595125251,5.989999999999999,1.0,-0.7479307496533036
195,-0.2352945494251091,15.15,1.0,-0.5497603900000001
203,-0.1764709891718449,15.15,1.0,-0.5791549600000001
210,0.009086657017907398,9.02,0.0,-0.6668027526077714
214,-0.11761723595125251,5.989999999999999,1.0,-0.7479307496533036
219,0.009086657017907398,9.02,0.0,-0.6668027526077714
222,-0.11764705882352941,6.81,1.0,-0.8729755606077715
226,0.009086522859801702,10.469999999999999,0.0,-0.7926611286077715
227,0.009086522859801702,10.469999999999999,0.0,-0.7926611286077715
231,0.009086657017907398,9.02,0.0,-0.6668027526077714
234,0.009086657017907398,9.02,0.0,-0.6668027526077714
