solID,perfQ,#changes,pas,reliability
5632,-0.2028236171967986,7.82,1.0,-0.7845484769064596
5672,-0.2028236171967986,7.82,1.0,-0.7845484769064596
5676,-0.23875476712007337,19.759999999999998,1.0,-0.4362413768614167
5678,-0.14400000878671673,7.0,1.0,-0.7845484769064596
5680,-0.14400008778503387,8.959999999999999,1.0,-0.7845484769064596
5688,-0.20282353819848145,7.0,1.0,-0.43110057686141673
5700,-0.14400000878671673,5.99,1.0,-0.6546605768614167
5716,-0.14400000878671673,7.0,1.0,-0.7845484769064596
5720,-0.2028236171967986,7.82,1.0,-0.7845484769064596
5722,-0.14400000878671673,7.0,1.0,-0.7845484769064596
5724,-0.14400000878671673,5.99,1.0,-0.6546605768614167
5734,-0.23875476712007337,19.759999999999998,1.0,-0.4362413768614167
5740,-0.14400000878671673,7.0,1.0,-0.7845484769064596
5750,-0.2028236171967986,7.82,1.0,-0.7845484769064596
5754,-0.20282353819848145,6.8100000000000005,1.0,-0.6538685768614166
5758,-0.23875476712007337,19.759999999999998,1.0,-0.4362413768614167
