solID,perfQ,#changes,pas,reliability
136,-0.24277797030079132,8.139999999999999,13.0,-0.7663401963810907
140,-0.17845225397093548,12.43,12.0,-0.7632430802831613
192,-0.11763008675781354,9.15,10.0,-0.8142527489465938
202,-0.18455214083718277,11.96,12.0,-0.730594137102934
212,-0.1769708004570929,10.379999999999999,12.0,-0.7651639270021757
250,-0.24277797030079132,8.139999999999999,13.0,-0.7663401963810907
268,-0.11763008675781354,9.15,10.0,-0.8142527489465938
278,-0.11763008675781354,9.15,10.0,-0.8142527489465938
292,-0.24277797030079132,8.139999999999999,13.0,-0.7663401963810907
300,-0.18455214083718277,11.96,12.0,-0.730594137102934
312,-0.11763008675781354,9.15,10.0,-0.8142527489465938
314,-0.18455214083718277,11.96,12.0,-0.730594137102934
328,-0.1713535424158726,6.69,13.0,-0.7658491753619459
336,-0.17845225397093548,12.43,12.0,-0.7632430802831613
340,-0.11763008675781354,9.15,10.0,-0.8142527489465938
346,-0.2264676293443871,11.389999999999999,12.0,-0.718672993680342
