solID,perfQ,#changes,pas,reliability
1410,-0.23189709809342549,18.810000000000002,0.0,-0.5272448505627285
1416,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1460,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1468,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1480,-0.11430883340224166,17.36,0.0,-0.3079040505627286
1484,-0.23189709809342549,18.810000000000002,0.0,-0.5272448505627285
1488,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1492,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1494,-0.23189709809342549,18.810000000000002,0.0,-0.5272448505627285
1504,-0.23189709809342549,18.810000000000002,0.0,-0.5272448505627285
1509,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1510,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1514,-0.23189709809342549,18.810000000000002,0.0,-0.5272448505627285
1544,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1692,-0.1535785788418878,4.54,1.0,-0.7164307005627285
1693,-0.11764742891861302,4.54,1.0,-0.7172227005627285
