solID,perfQ,#changes,pas,reliability
7,-0.1799390184642677,6.81,1.0,-0.6550170868614167
5,-0.09475504943012308,9.02,1.0,-0.6636594600077715
42,-0.09475504943012308,9.02,1.0,-0.6636594600077714
50,-0.09475504943012308,9.02,1.0,-0.6636594600077714
100,-0.09475504943012308,9.02,1.0,-0.6636594600077715
120,-0.1799390184642677,6.81,1.0,-0.6550170868614167
124,-0.0588238995068915,5.99,1.0,-0.4925291815459473
136,-0.058823899506884644,5.99,1.0,-0.4970899005627286
140,-0.1799390184642677,6.81,1.0,-0.6534093268614167
148,-0.09475504943012308,9.02,1.0,-0.6636594600077715
162,-0.15357864052485448,18.18,1.0,-0.6579247506077714
166,-0.1799390184642677,6.81,1.0,-0.6550170868614167
170,-0.09475504943012308,9.02,1.0,-0.6636594600077715
174,-0.1799390184642677,6.81,1.0,-0.6550170868614167
176,-0.0588238995068915,5.99,1.0,-0.4925291815459473
178,-0.0588238995068915,5.99,1.0,-0.4925291815459473
