solID,perfQ,#changes,pas,reliability
2,-0.058831098069274425,12.75,0.0,-0.7909815056077715
22,-0.058831098069274425,12.75,0.0,-0.7909815056077715
26,-0.058823529411764705,11.74,1.0,-0.8481318406077715
30,0.04497089577656853,1.64,1.0,-0.5907541322992227
47,-0.058831098069274425,12.75,0.0,-0.7909815056077715
64,-0.058831098069274425,12.75,0.0,-0.7909815056077715
68,-0.11597797065309723,14.71,1.0,-0.6533640315909902
74,-0.06833059298637943,8.01,0.0,-0.6597675165909902
75,-0.058831098069274425,12.75,0.0,-0.7909815056077715
185,-0.06833059298637943,8.01,0.0,-0.6597675165909902
195,-0.06833059298637943,8.01,0.0,-0.6597675165909902
1238,0.04497089577656853,1.64,1.0,-0.5907541322992227
1239,-0.058831098069274425,12.75,0.0,-0.7909815056077715
1329,-0.11597797065309723,14.71,1.0,-0.6533640315909902
1333,-0.06833059298637943,8.01,0.0,-0.6597675165909902
1336,-0.058831098069274425,12.75,0.0,-0.7909815056077715
