solID,perfQ,#changes,pas,reliability
1558,-0.11597797065309723,17.26,0.0,-0.5816514900450429
1564,-0.11597797065309723,17.26,0.0,-0.5816514900450429
1572,-0.05857741295591583,17.22,0.0,-0.6579247506077714
1586,-0.11764705882352941,5.36,1.0,-0.7875468106077714
1588,-0.23529411764705882,7.82,1.0,-0.6576589105627285
1594,-0.07243004659111199,14.979999999999999,0.0,-0.6533640315909902
1604,-0.07243004659111199,14.979999999999999,0.0,-0.6533640315909902
1608,-0.1657617542115682,24.459999999999997,0.0,-0.3050569315459472
1618,-0.05857741295591583,17.22,0.0,-0.6579247506077714
1622,-0.17647669474581124,5.989999999999999,1.0,-0.5823740000000002
1626,-0.07144002549794337,13.979999999999999,0.0,-0.28920613154594715
1630,-0.07144002549794337,13.979999999999999,0.0,-0.28920613154594715
1632,-0.1657617542115682,24.459999999999997,0.0,-0.3050569315459472
1634,-0.23529411764705882,7.82,1.0,-0.6576589105627285
1638,-0.07144002549794337,13.979999999999999,0.0,-0.28920613154594715
1642,-0.07100707487652869,10.059999999999999,0.0,-0.6533640315909902
