solID,perfQ,#changes,pas,reliability
284,-0.18695644611896906,9.27,0.0,-0.7796892600450429
286,-0.2262543717937651,5.8,1.0,-0.7536821915459473
300,-0.2262543717937651,5.8,1.0,-0.7536821915459473
306,-0.18865413370005812,9.27,0.0,-0.5182387900000001
334,-0.18695644611896906,9.27,0.0,-0.7796892600450429
342,-0.06810892571501492,4.54,1.0,-0.8478075606077715
354,-0.13146986958644868,4.35,1.0,-0.8420368415909902
374,-0.17647066723361127,16.16,1.0,-0.8465975606077715
378,-0.18865413370005812,9.27,0.0,-0.5182387900000001
382,-0.23526429477478192,14.36,1.0,-0.6179147000450429
390,-0.1731319899215718,19.630000000000003,0.0,-0.7886953206077715
398,-0.08517655837326918,9.459999999999999,0.0,-0.7838178310598328
402,-0.1731319899215718,19.630000000000003,0.0,-0.7886953206077715
416,-0.1764407653630172,5.36,1.0,-0.8465975606077715
418,-0.17647066723361127,16.16,1.0,-0.8465975606077715
424,-0.17647066723361127,16.16,1.0,-0.8465975606077715
