solID,perfQ,#changes,pas,reliability
160,-0.17480877939940942,9.27,0.0,-0.57994696
202,-0.11764742891861299,7.819999999999999,1.0,-0.7841346015909902
248,-0.17480877939940942,9.27,0.0,-0.57994696
258,-0.11764742891861299,7.819999999999999,1.0,-0.7841346015909902
266,-0.11764742891861299,7.819999999999999,1.0,-0.7841346015909902
270,-0.17480877939940942,9.27,0.0,-0.57994696
284,-0.17480877939940942,9.27,0.0,-0.57994696
296,-0.11764742891861299,7.819999999999999,1.0,-0.7841346015909902
304,-0.23362502947662667,22.22,0.0,-0.44917639000000004
308,-0.23362502947662667,22.22,0.0,-0.44917639000000004
318,-0.11764742891861299,7.819999999999999,1.0,-0.7841346015909902
322,-0.17480877939940942,9.27,0.0,-0.57994696
326,-0.1176474906015797,8.01,1.0,-0.6533640315909902
334,-0.23362502947662667,22.22,0.0,-0.44917639000000004
338,-0.23362502947662667,22.22,0.0,-0.44917639000000004
354,-0.17480877939940942,9.27,0.0,-0.57994696
